id,customer_message,intent,expected_decision,reason,historical_evidence
GOLD_102,"@AmazonHelp Please stop shipment for order #464-1163712, the credit card used was stolen from my wallet!",CANCELLATION_MODIFICATION,ESCALATE_HUMAN,Fraud alert on active shipment; emergency package intercept and card freeze required.,Standard historical resolution for CANCELLATION_MODIFICATION documented in Amazon Help policies.
GOLD_103,"@AmazonHelp I need to cancel order #774-7783392 please, my kid bought it by mistake without asking.",CANCELLATION_MODIFICATION,AUTO_HANDLE,Accidental purchase cancellation; standard self-service order cancellation.,Standard historical resolution for CANCELLATION_MODIFICATION documented in Amazon Help policies.
GOLD_104,@AmazonHelp Can I change the delivery slot for order #540-8438651 to evening after 6pm?,CANCELLATION_MODIFICATION,AUTO_HANDLE,Delivery preference modification; guide user to carrier delivery instructions.,Standard historical resolution for CANCELLATION_MODIFICATION documented in Amazon Help policies.
GOLD_105,"@AmazonHelp Please stop shipment for order #297-9505341, the credit card used was stolen from my wallet!",CANCELLATION_MODIFICATION,ESCALATE_HUMAN,Fraud alert on active shipment; emergency package intercept and card freeze required.,Standard historical resolution for CANCELLATION_MODIFICATION documented in Amazon Help policies.
GOLD_106,"@AmazonHelp I need to cancel order #237-8743260 please, my kid bought it by mistake without asking.",CANCELLATION_MODIFICATION,AUTO_HANDLE,Accidental purchase cancellation; standard self-service order cancellation.,Standard historical resolution for CANCELLATION_MODIFICATION documented in Amazon Help policies.
GOLD_107,@AmazonHelp Can I change the delivery slot for order #213-8073434 to evening after 6pm?,CANCELLATION_MODIFICATION,AUTO_HANDLE,Delivery preference modification; guide user to carrier delivery instructions.,Standard historical resolution for CANCELLATION_MODIFICATION documented in Amazon Help policies.
GOLD_108,"@AmazonHelp Please stop shipment for order #517-5420699, the credit card used was stolen from my wallet!",CANCELLATION_MODIFICATION,ESCALATE_HUMAN,Fraud alert on active shipment; emergency package intercept and card freeze required.,Standard historical resolution for CANCELLATION_MODIFICATION documented in Amazon Help policies.
GOLD_109,"@AmazonHelp I need to cancel order #112-2342149 please, my kid bought it by mistake without asking.",CANCELLATION_MODIFICATION,AUTO_HANDLE,Accidental purchase cancellation; standard self-service order cancellation.,Standard historical resolution for CANCELLATION_MODIFICATION documented in Amazon Help policies.
GOLD_110,@AmazonHelp Can I change the delivery slot for order #527-2043743 to evening after 6pm?,CANCELLATION_MODIFICATION,AUTO_HANDLE,Delivery preference modification; guide user to carrier delivery instructions.,Standard historical resolution for CANCELLATION_MODIFICATION documented in Amazon Help policies.
GOLD_111,"@AmazonHelp Please stop shipment for order #277-8139676, the credit card used was stolen from my wallet!",CANCELLATION_MODIFICATION,ESCALATE_HUMAN,Fraud alert on active shipment; emergency package intercept and card freeze required.,Standard historical resolution for CANCELLATION_MODIFICATION documented in Amazon Help policies.
GOLD_112,"@AmazonHelp I need to cancel order #203-7278360 please, my kid bought it by mistake without asking.",CANCELLATION_MODIFICATION,AUTO_HANDLE,Accidental purchase cancellation; standard self-service order cancellation.,Standard historical resolution for CANCELLATION_MODIFICATION documented in Amazon Help policies.
GOLD_113,@AmazonHelp Can I change the delivery slot for order #203-8009114 to evening after 6pm?,CANCELLATION_MODIFICATION,AUTO_HANDLE,Delivery preference modification; guide user to carrier delivery instructions.,Standard historical resolution for CANCELLATION_MODIFICATION documented in Amazon Help policies.
GOLD_114,"@AmazonHelp Please stop shipment for order #837-4344947, the credit card used was stolen from my wallet!",CANCELLATION_MODIFICATION,ESCALATE_HUMAN,Fraud alert on active shipment; emergency package intercept and card freeze required.,Standard historical resolution for CANCELLATION_MODIFICATION documented in Amazon Help policies.
GOLD_115,"@AmazonHelp I need to cancel order #149-5856637 please, my kid bought it by mistake without asking.",CANCELLATION_MODIFICATION,AUTO_HANDLE,Accidental purchase cancellation; standard self-service order cancellation.,Standard historical resolution for CANCELLATION_MODIFICATION documented in Amazon Help policies.
GOLD_116,@AmazonHelp Can I change the delivery slot for order #504-8988585 to evening after 6pm?,CANCELLATION_MODIFICATION,AUTO_HANDLE,Delivery preference modification; guide user to carrier delivery instructions.,Standard historical resolution for CANCELLATION_MODIFICATION documented in Amazon Help policies.
GOLD_117,"@AmazonHelp Please stop shipment for order #929-7069669, the credit card used was stolen from my wallet!",CANCELLATION_MODIFICATION,ESCALATE_HUMAN,Fraud alert on active shipment; emergency package intercept and card freeze required.,Standard historical resolution for CANCELLATION_MODIFICATION documented in Amazon Help policies.
GOLD_118,"@AmazonHelp I need to cancel order #298-3851051 please, my kid bought it by mistake without asking.",CANCELLATION_MODIFICATION,AUTO_HANDLE,Accidental purchase cancellation; standard self-service order cancellation.,Standard historical resolution for CANCELLATION_MODIFICATION documented in Amazon Help policies.
GOLD_119,@AmazonHelp Why was I billed $14.99 on my debit card when my order was cancelled?,PAYMENT_BILLING,ESCALATE_HUMAN,Billing inquiry on cancelled order; check authorization hold vs settled charge.,Standard historical resolution for PAYMENT_BILLING documented in Amazon Help policies.
GOLD_120,@AmazonHelp Can I apply a promo voucher code after an order #134-9482226 has already been placed?,PAYMENT_BILLING,AUTO_HANDLE,Promotional policy question; promo codes must be entered at checkout before placing order.,Standard historical resolution for PAYMENT_BILLING documented in Amazon Help policies.
GOLD_121,"@AmazonHelp I got charged twice for my book order #789-6669088, once on PayPal and once on Visa card.",PAYMENT_BILLING,ESCALATE_HUMAN,Duplicate multi-channel charge; requires payment specialist audit.,Standard historical resolution for PAYMENT_BILLING documented in Amazon Help policies.
GOLD_122,@AmazonHelp Why was I billed $14.99 on my debit card when my order was cancelled?,PAYMENT_BILLING,ESCALATE_HUMAN,Billing inquiry on cancelled order; check authorization hold vs settled charge.,Standard historical resolution for PAYMENT_BILLING documented in Amazon Help policies.
GOLD_123,@AmazonHelp Can I apply a promo voucher code after an order #536-2301034 has already been placed?,PAYMENT_BILLING,AUTO_HANDLE,Promotional policy question; promo codes must be entered at checkout before placing order.,Standard historical resolution for PAYMENT_BILLING documented in Amazon Help policies.
GOLD_124,"@AmazonHelp I got charged twice for my book order #426-9656123, once on PayPal and once on Visa card.",PAYMENT_BILLING,ESCALATE_HUMAN,Duplicate multi-channel charge; requires payment specialist audit.,Standard historical resolution for PAYMENT_BILLING documented in Amazon Help policies.
GOLD_125,@AmazonHelp Why was I billed $14.99 on my debit card when my order was cancelled?,PAYMENT_BILLING,ESCALATE_HUMAN,Billing inquiry on cancelled order; check authorization hold vs settled charge.,Standard historical resolution for PAYMENT_BILLING documented in Amazon Help policies.
GOLD_126,@AmazonHelp Can I apply a promo voucher code after an order #335-4551532 has already been placed?,PAYMENT_BILLING,AUTO_HANDLE,Promotional policy question; promo codes must be entered at checkout before placing order.,Standard historical resolution for PAYMENT_BILLING documented in Amazon Help policies.
GOLD_127,"@AmazonHelp I got charged twice for my book order #479-7888317, once on PayPal and once on Visa card.",PAYMENT_BILLING,ESCALATE_HUMAN,Duplicate multi-channel charge; requires payment specialist audit.,Standard historical resolution for PAYMENT_BILLING documented in Amazon Help policies.
GOLD_128,@AmazonHelp Why was I billed $14.99 on my debit card when my order was cancelled?,PAYMENT_BILLING,ESCALATE_HUMAN,Billing inquiry on cancelled order; check authorization hold vs settled charge.,Standard historical resolution for PAYMENT_BILLING documented in Amazon Help policies.
GOLD_129,@AmazonHelp Can I apply a promo voucher code after an order #825-5662466 has already been placed?,PAYMENT_BILLING,AUTO_HANDLE,Promotional policy question; promo codes must be entered at checkout before placing order.,Standard historical resolution for PAYMENT_BILLING documented in Amazon Help policies.
GOLD_130,"@AmazonHelp I got charged twice for my book order #248-6060014, once on PayPal and once on Visa card.",PAYMENT_BILLING,ESCALATE_HUMAN,Duplicate multi-channel charge; requires payment specialist audit.,Standard historical resolution for PAYMENT_BILLING documented in Amazon Help policies.
GOLD_131,@AmazonHelp Why was I billed $14.99 on my debit card when my order was cancelled?,PAYMENT_BILLING,ESCALATE_HUMAN,Billing inquiry on cancelled order; check authorization hold vs settled charge.,Standard historical resolution for PAYMENT_BILLING documented in Amazon Help policies.
GOLD_132,@AmazonHelp Can I apply a promo voucher code after an order #897-8181891 has already been placed?,PAYMENT_BILLING,AUTO_HANDLE,Promotional policy question; promo codes must be entered at checkout before placing order.,Standard historical resolution for PAYMENT_BILLING documented in Amazon Help policies.
GOLD_133,"@AmazonHelp I got charged twice for my book order #393-1668509, once on PayPal and once on Visa card.",PAYMENT_BILLING,ESCALATE_HUMAN,Duplicate multi-channel charge; requires payment specialist audit.,Standard historical resolution for PAYMENT_BILLING documented in Amazon Help policies.
GOLD_134,@AmazonHelp Why was I billed $14.99 on my debit card when my order was cancelled?,PAYMENT_BILLING,ESCALATE_HUMAN,Billing inquiry on cancelled order; check authorization hold vs settled charge.,Standard historical resolution for PAYMENT_BILLING documented in Amazon Help policies.
GOLD_135,@AmazonHelp Can I apply a promo voucher code after an order #444-9062059 has already been placed?,PAYMENT_BILLING,AUTO_HANDLE,Promotional policy question; promo codes must be entered at checkout before placing order.,Standard historical resolution for PAYMENT_BILLING documented in Amazon Help policies.
GOLD_136,"@AmazonHelp I got charged twice for my book order #347-6501956, once on PayPal and once on Visa card.",PAYMENT_BILLING,ESCALATE_HUMAN,Duplicate multi-channel charge; requires payment specialist audit.,Standard historical resolution for PAYMENT_BILLING documented in Amazon Help policies.
GOLD_137,@AmazonHelp Why was I billed $14.99 on my debit card when my order was cancelled?,PAYMENT_BILLING,ESCALATE_HUMAN,Billing inquiry on cancelled order; check authorization hold vs settled charge.,Standard historical resolution for PAYMENT_BILLING documented in Amazon Help policies.
GOLD_138,@AmazonHelp Can I apply a promo voucher code after an order #106-5531950 has already been placed?,PAYMENT_BILLING,AUTO_HANDLE,Promotional policy question; promo codes must be entered at checkout before placing order.,Standard historical resolution for PAYMENT_BILLING documented in Amazon Help policies.
GOLD_139,"@AmazonHelp I got charged twice for my book order #516-5727079, once on PayPal and once on Visa card.",PAYMENT_BILLING,ESCALATE_HUMAN,Duplicate multi-channel charge; requires payment specialist audit.,Standard historical resolution for PAYMENT_BILLING documented in Amazon Help policies.
GOLD_140,@AmazonHelp Why was I billed $14.99 on my debit card when my order was cancelled?,PAYMENT_BILLING,ESCALATE_HUMAN,Billing inquiry on cancelled order; check authorization hold vs settled charge.,Standard historical resolution for PAYMENT_BILLING documented in Amazon Help policies.
GOLD_141,@AmazonHelp I want to turn off auto-renewal for my Prime membership before it charges next week.,SUBSCRIPTION_PRIME,AUTO_HANDLE,Self-service membership management; instruct how to disable auto-renew.,Standard historical resolution for SUBSCRIPTION_PRIME documented in Amazon Help policies.
GOLD_142,@AmazonHelp Prime video is showing subtitles out of sync on my iPad for movie #189-4324870.,SUBSCRIPTION_PRIME,AUTO_HANDLE,Technical app troubleshooting; advise updating app and adjusting subtitle settings.,Standard historical resolution for SUBSCRIPTION_PRIME documented in Amazon Help policies.
GOLD_143,@AmazonHelp I was promised $10 Prime Video credit for choosing no-rush shipping on order #762-1369185 but it's not in my account.,SUBSCRIPTION_PRIME,ESCALATE_HUMAN,Missing promotional credit; requires manual agent account crediting.,Standard historical resolution for SUBSCRIPTION_PRIME documented in Amazon Help policies.
GOLD_144,@AmazonHelp I want to turn off auto-renewal for my Prime membership before it charges next week.,SUBSCRIPTION_PRIME,AUTO_HANDLE,Self-service membership management; instruct how to disable auto-renew.,Standard historical resolution for SUBSCRIPTION_PRIME documented in Amazon Help policies.
GOLD_145,@AmazonHelp Prime video is showing subtitles out of sync on my iPad for movie #107-2882650.,SUBSCRIPTION_PRIME,AUTO_HANDLE,Technical app troubleshooting; advise updating app and adjusting subtitle settings.,Standard historical resolution for SUBSCRIPTION_PRIME documented in Amazon Help policies.
GOLD_146,@AmazonHelp I was promised $10 Prime Video credit for choosing no-rush shipping on order #658-3394514 but it's not in my account.,SUBSCRIPTION_PRIME,ESCALATE_HUMAN,Missing promotional credit; requires manual agent account crediting.,Standard historical resolution for SUBSCRIPTION_PRIME documented in Amazon Help policies.
GOLD_147,@AmazonHelp I want to turn off auto-renewal for my Prime membership before it charges next week.,SUBSCRIPTION_PRIME,AUTO_HANDLE,Self-service membership management; instruct how to disable auto-renew.,Standard historical resolution for SUBSCRIPTION_PRIME documented in Amazon Help policies.
GOLD_148,@AmazonHelp Prime video is showing subtitles out of sync on my iPad for movie #640-4337650.,SUBSCRIPTION_PRIME,AUTO_HANDLE,Technical app troubleshooting; advise updating app and adjusting subtitle settings.,Standard historical resolution for SUBSCRIPTION_PRIME documented in Amazon Help policies.
GOLD_149,@AmazonHelp I was promised $10 Prime Video credit for choosing no-rush shipping on order #712-9418042 but it's not in my account.,SUBSCRIPTION_PRIME,ESCALATE_HUMAN,Missing promotional credit; requires manual agent account crediting.,Standard historical resolution for SUBSCRIPTION_PRIME documented in Amazon Help policies.
GOLD_150,@AmazonHelp I want to turn off auto-renewal for my Prime membership before it charges next week.,SUBSCRIPTION_PRIME,AUTO_HANDLE,Self-service membership management; instruct how to disable auto-renew.,Standard historical resolution for SUBSCRIPTION_PRIME documented in Amazon Help policies.
GOLD_151,@AmazonHelp Prime video is showing subtitles out of sync on my iPad for movie #878-1012526.,SUBSCRIPTION_PRIME,AUTO_HANDLE,Technical app troubleshooting; advise updating app and adjusting subtitle settings.,Standard historical resolution for SUBSCRIPTION_PRIME documented in Amazon Help policies.
GOLD_152,@AmazonHelp I was promised $10 Prime Video credit for choosing no-rush shipping on order #700-4379041 but it's not in my account.,SUBSCRIPTION_PRIME,ESCALATE_HUMAN,Missing promotional credit; requires manual agent account crediting.,Standard historical resolution for SUBSCRIPTION_PRIME documented in Amazon Help policies.
GOLD_153,@AmazonHelp I want to turn off auto-renewal for my Prime membership before it charges next week.,SUBSCRIPTION_PRIME,AUTO_HANDLE,Self-service membership management; instruct how to disable auto-renew.,Standard historical resolution for SUBSCRIPTION_PRIME documented in Amazon Help policies.
GOLD_154,@AmazonHelp Prime video is showing subtitles out of sync on my iPad for movie #238-3475964.,SUBSCRIPTION_PRIME,AUTO_HANDLE,Technical app troubleshooting; advise updating app and adjusting subtitle settings.,Standard historical resolution for SUBSCRIPTION_PRIME documented in Amazon Help policies.
GOLD_155,@AmazonHelp I was promised $10 Prime Video credit for choosing no-rush shipping on order #703-9724686 but it's not in my account.,SUBSCRIPTION_PRIME,ESCALATE_HUMAN,Missing promotional credit; requires manual agent account crediting.,Standard historical resolution for SUBSCRIPTION_PRIME documented in Amazon Help policies.
GOLD_156,@AmazonHelp I want to turn off auto-renewal for my Prime membership before it charges next week.,SUBSCRIPTION_PRIME,AUTO_HANDLE,Self-service membership management; instruct how to disable auto-renew.,Standard historical resolution for SUBSCRIPTION_PRIME documented in Amazon Help policies.
GOLD_157,@AmazonHelp Prime video is showing subtitles out of sync on my iPad for movie #812-5109521.,SUBSCRIPTION_PRIME,AUTO_HANDLE,Technical app troubleshooting; advise updating app and adjusting subtitle settings.,Standard historical resolution for SUBSCRIPTION_PRIME documented in Amazon Help policies.
GOLD_158,@AmazonHelp I was promised $10 Prime Video credit for choosing no-rush shipping on order #454-5723406 but it's not in my account.,SUBSCRIPTION_PRIME,ESCALATE_HUMAN,Missing promotional credit; requires manual agent account crediting.,Standard historical resolution for SUBSCRIPTION_PRIME documented in Amazon Help policies.
GOLD_159,@AmazonHelp I want to turn off auto-renewal for my Prime membership before it charges next week.,SUBSCRIPTION_PRIME,AUTO_HANDLE,Self-service membership management; instruct how to disable auto-renew.,Standard historical resolution for SUBSCRIPTION_PRIME documented in Amazon Help policies.
GOLD_160,@AmazonHelp Prime video is showing subtitles out of sync on my iPad for movie #198-3485875.,SUBSCRIPTION_PRIME,AUTO_HANDLE,Technical app troubleshooting; advise updating app and adjusting subtitle settings.,Standard historical resolution for SUBSCRIPTION_PRIME documented in Amazon Help policies.
GOLD_161,@AmazonHelp I was promised $10 Prime Video credit for choosing no-rush shipping on order #262-5951966 but it's not in my account.,SUBSCRIPTION_PRIME,ESCALATE_HUMAN,Missing promotional credit; requires manual agent account crediting.,Standard historical resolution for SUBSCRIPTION_PRIME documented in Amazon Help policies.
GOLD_162,@AmazonHelp I want to turn off auto-renewal for my Prime membership before it charges next week.,SUBSCRIPTION_PRIME,AUTO_HANDLE,Self-service membership management; instruct how to disable auto-renew.,Standard historical resolution for SUBSCRIPTION_PRIME documented in Amazon Help policies.
GOLD_163,@AmazonHelp My account has been locked due to 'unusual activity' and I cannot access my digital purchases.,ACCOUNT_SECURITY,ESCALATE_HUMAN,Account suspension / security lockdown; human identity verification mandatory.,Standard historical resolution for ACCOUNT_SECURITY documented in Amazon Help policies.
GOLD_164,@AmazonHelp I keep getting SMS verification codes from Amazon that I did not trigger. Is someone trying to hack my account?,ACCOUNT_SECURITY,ESCALATE_HUMAN,Suspicious login attempts / potential security breach; human security review advised.,Standard historical resolution for ACCOUNT_SECURITY documented in Amazon Help policies.
GOLD_165,@AmazonHelp How do I enable 2-step verification for higher account security?,ACCOUNT_SECURITY,AUTO_HANDLE,Security best-practice guide; provide direct link to 2SV settings.,Standard historical resolution for ACCOUNT_SECURITY documented in Amazon Help policies.
GOLD_166,@AmazonHelp My account has been locked due to 'unusual activity' and I cannot access my digital purchases.,ACCOUNT_SECURITY,ESCALATE_HUMAN,Account suspension / security lockdown; human identity verification mandatory.,Standard historical resolution for ACCOUNT_SECURITY documented in Amazon Help policies.
GOLD_167,@AmazonHelp I keep getting SMS verification codes from Amazon that I did not trigger. Is someone trying to hack my account?,ACCOUNT_SECURITY,ESCALATE_HUMAN,Suspicious login attempts / potential security breach; human security review advised.,Standard historical resolution for ACCOUNT_SECURITY documented in Amazon Help policies.
GOLD_168,@AmazonHelp How do I enable 2-step verification for higher account security?,ACCOUNT_SECURITY,AUTO_HANDLE,Security best-practice guide; provide direct link to 2SV settings.,Standard historical resolution for ACCOUNT_SECURITY documented in Amazon Help policies.
GOLD_169,@AmazonHelp My account has been locked due to 'unusual activity' and I cannot access my digital purchases.,ACCOUNT_SECURITY,ESCALATE_HUMAN,Account suspension / security lockdown; human identity verification mandatory.,Standard historical resolution for ACCOUNT_SECURITY documented in Amazon Help policies.
GOLD_170,@AmazonHelp I keep getting SMS verification codes from Amazon that I did not trigger. Is someone trying to hack my account?,ACCOUNT_SECURITY,ESCALATE_HUMAN,Suspicious login attempts / potential security breach; human security review advised.,Standard historical resolution for ACCOUNT_SECURITY documented in Amazon Help policies.
GOLD_171,@AmazonHelp How do I enable 2-step verification for higher account security?,ACCOUNT_SECURITY,AUTO_HANDLE,Security best-practice guide; provide direct link to 2SV settings.,Standard historical resolution for ACCOUNT_SECURITY documented in Amazon Help policies.
GOLD_172,@AmazonHelp My account has been locked due to 'unusual activity' and I cannot access my digital purchases.,ACCOUNT_SECURITY,ESCALATE_HUMAN,Account suspension / security lockdown; human identity verification mandatory.,Standard historical resolution for ACCOUNT_SECURITY documented in Amazon Help policies.
GOLD_173,@AmazonHelp I keep getting SMS verification codes from Amazon that I did not trigger. Is someone trying to hack my account?,ACCOUNT_SECURITY,ESCALATE_HUMAN,Suspicious login attempts / potential security breach; human security review advised.,Standard historical resolution for ACCOUNT_SECURITY documented in Amazon Help policies.
GOLD_174,@AmazonHelp How do I enable 2-step verification for higher account security?,ACCOUNT_SECURITY,AUTO_HANDLE,Security best-practice guide; provide direct link to 2SV settings.,Standard historical resolution for ACCOUNT_SECURITY documented in Amazon Help policies.
GOLD_175,@AmazonHelp My account has been locked due to 'unusual activity' and I cannot access my digital purchases.,ACCOUNT_SECURITY,ESCALATE_HUMAN,Account suspension / security lockdown; human identity verification mandatory.,Standard historical resolution for ACCOUNT_SECURITY documented in Amazon Help policies.
GOLD_176,@AmazonHelp I keep getting SMS verification codes from Amazon that I did not trigger. Is someone trying to hack my account?,ACCOUNT_SECURITY,ESCALATE_HUMAN,Suspicious login attempts / potential security breach; human security review advised.,Standard historical resolution for ACCOUNT_SECURITY documented in Amazon Help policies.
GOLD_177,@AmazonHelp How do I enable 2-step verification for higher account security?,ACCOUNT_SECURITY,AUTO_HANDLE,Security best-practice guide; provide direct link to 2SV settings.,Standard historical resolution for ACCOUNT_SECURITY documented in Amazon Help policies.
GOLD_178,@AmazonHelp My account has been locked due to 'unusual activity' and I cannot access my digital purchases.,ACCOUNT_SECURITY,ESCALATE_HUMAN,Account suspension / security lockdown; human identity verification mandatory.,Standard historical resolution for ACCOUNT_SECURITY documented in Amazon Help policies.
GOLD_179,@AmazonHelp I keep getting SMS verification codes from Amazon that I did not trigger. Is someone trying to hack my account?,ACCOUNT_SECURITY,ESCALATE_HUMAN,Suspicious login attempts / potential security breach; human security review advised.,Standard historical resolution for ACCOUNT_SECURITY documented in Amazon Help policies.
GOLD_180,@AmazonHelp Is the warranty on the Bose headphones international or UK only?,PRODUCT_INQUIRY,AUTO_HANDLE,Warranty policy question; clarify manufacturer international warranty terms.,Standard historical resolution for PRODUCT_INQUIRY documented in Amazon Help policies.
GOLD_181,@AmazonHelp Does the Kindle Oasis support USB-C fast charging?,PRODUCT_INQUIRY,AUTO_HANDLE,Product specification inquiry; factual hardware spec response.,Standard historical resolution for PRODUCT_INQUIRY documented in Amazon Help policies.
GOLD_182,@AmazonHelp Is the warranty on the Bose headphones international or UK only?,PRODUCT_INQUIRY,AUTO_HANDLE,Warranty policy question; clarify manufacturer international warranty terms.,Standard historical resolution for PRODUCT_INQUIRY documented in Amazon Help policies.
GOLD_183,@AmazonHelp Does the Kindle Oasis support USB-C fast charging?,PRODUCT_INQUIRY,AUTO_HANDLE,Product specification inquiry; factual hardware spec response.,Standard historical resolution for PRODUCT_INQUIRY documented in Amazon Help policies.
GOLD_184,@AmazonHelp Is the warranty on the Bose headphones international or UK only?,PRODUCT_INQUIRY,AUTO_HANDLE,Warranty policy question; clarify manufacturer international warranty terms.,Standard historical resolution for PRODUCT_INQUIRY documented in Amazon Help policies.
GOLD_185,@AmazonHelp Does the Kindle Oasis support USB-C fast charging?,PRODUCT_INQUIRY,AUTO_HANDLE,Product specification inquiry; factual hardware spec response.,Standard historical resolution for PRODUCT_INQUIRY documented in Amazon Help policies.
GOLD_186,@AmazonHelp Is the warranty on the Bose headphones international or UK only?,PRODUCT_INQUIRY,AUTO_HANDLE,Warranty policy question; clarify manufacturer international warranty terms.,Standard historical resolution for PRODUCT_INQUIRY documented in Amazon Help policies.
GOLD_187,@AmazonHelp Does the Kindle Oasis support USB-C fast charging?,PRODUCT_INQUIRY,AUTO_HANDLE,Product specification inquiry; factual hardware spec response.,Standard historical resolution for PRODUCT_INQUIRY documented in Amazon Help policies.
GOLD_188,@AmazonHelp Is the warranty on the Bose headphones international or UK only?,PRODUCT_INQUIRY,AUTO_HANDLE,Warranty policy question; clarify manufacturer international warranty terms.,Standard historical resolution for PRODUCT_INQUIRY documented in Amazon Help policies.
GOLD_189,@AmazonHelp Does the Kindle Oasis support USB-C fast charging?,PRODUCT_INQUIRY,AUTO_HANDLE,Product specification inquiry; factual hardware spec response.,Standard historical resolution for PRODUCT_INQUIRY documented in Amazon Help policies.
GOLD_190,@AmazonHelp Is the warranty on the Bose headphones international or UK only?,PRODUCT_INQUIRY,AUTO_HANDLE,Warranty policy question; clarify manufacturer international warranty terms.,Standard historical resolution for PRODUCT_INQUIRY documented in Amazon Help policies.
GOLD_191,@AmazonHelp Does the Kindle Oasis support USB-C fast charging?,PRODUCT_INQUIRY,AUTO_HANDLE,Product specification inquiry; factual hardware spec response.,Standard historical resolution for PRODUCT_INQUIRY documented in Amazon Help policies.
GOLD_192,@AmazonHelp Is the warranty on the Bose headphones international or UK only?,PRODUCT_INQUIRY,AUTO_HANDLE,Warranty policy question; clarify manufacturer international warranty terms.,Standard historical resolution for PRODUCT_INQUIRY documented in Amazon Help policies.
GOLD_193,"@AmazonHelp Hello team, just checking in to say have a wonderful weekend!",FEEDBACK_CHITCHAT,AUTO_HANDLE,Casual greeting; friendly automated response.,Standard historical resolution for FEEDBACK_CHITCHAT documented in Amazon Help policies.
GOLD_194,"@AmazonHelp Amazon customer service used to be good, now it's terrible. Disappointed.",FEEDBACK_CHITCHAT,AUTO_HANDLE,General feedback; polite apology and offer to assist with specific issues.,Standard historical resolution for FEEDBACK_CHITCHAT documented in Amazon Help policies.
GOLD_195,"@AmazonHelp Hello team, just checking in to say have a wonderful weekend!",FEEDBACK_CHITCHAT,AUTO_HANDLE,Casual greeting; friendly automated response.,Standard historical resolution for FEEDBACK_CHITCHAT documented in Amazon Help policies.
GOLD_196,"@AmazonHelp Amazon customer service used to be good, now it's terrible. Disappointed.",FEEDBACK_CHITCHAT,AUTO_HANDLE,General feedback; polite apology and offer to assist with specific issues.,Standard historical resolution for FEEDBACK_CHITCHAT documented in Amazon Help policies.
GOLD_197,"@AmazonHelp Hello team, just checking in to say have a wonderful weekend!",FEEDBACK_CHITCHAT,AUTO_HANDLE,Casual greeting; friendly automated response.,Standard historical resolution for FEEDBACK_CHITCHAT documented in Amazon Help policies.
GOLD_198,"@AmazonHelp Amazon customer service used to be good, now it's terrible. Disappointed.",FEEDBACK_CHITCHAT,AUTO_HANDLE,General feedback; polite apology and offer to assist with specific issues.,Standard historical resolution for FEEDBACK_CHITCHAT documented in Amazon Help policies.
GOLD_199,"@AmazonHelp Hello team, just checking in to say have a wonderful weekend!",FEEDBACK_CHITCHAT,AUTO_HANDLE,Casual greeting; friendly automated response.,Standard historical resolution for FEEDBACK_CHITCHAT documented in Amazon Help policies.
GOLD_200,"@AmazonHelp Amazon customer service used to be good, now it's terrible. Disappointed.",FEEDBACK_CHITCHAT,AUTO_HANDLE,General feedback; polite apology and offer to assist with specific issues.,Standard historical resolution for FEEDBACK_CHITCHAT documented in Amazon Help policies.
